"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1835689050302484888","Mon Sep 16 20:52:16 +0000 2024","0","@womanfeeds_id akuu pake azarine yg radiance bagusss bgtt terutama buat tipe kulit yg oily soalny bisa ngontrol minyak berlebih","1835783784949776653","","womanfeeds_id","in","di hatimu","0","1","0","https://x.com/urfavdiraa/status/1835783784949776653","1642768582865215488","urfavdiraa"
"1835766072772837878","Mon Sep 16 19:41:53 +0000 2024","20","240916 #LEEMINHO #이민호 at Azarine event in Malaysia JUMPA LEEMINHO (5) ⭐️ Cr_ @KpopStarzLive https://t.co/3VMIpnUW8l","1835766072772837878","https://pbs.twimg.com/ext_tw_video_thumb/1835765998219128832/pu/img/bKGCMY3APA4brhod.jpg","","in","Worldwide ","1","0","8","https://x.com/WeAreMinoz/status/1835766072772837878","393634523","WeAreMinoz"
"1835762991947456859","Mon Sep 16 19:29:38 +0000 2024","21","240916 #LEEMINHO #이민호 at Azarine event in Malaysia JUMPA LEEMINHO (4) Cr_ @KpopStarzLive https://t.co/v8maJd4pBC","1835762991947456859","https://pbs.twimg.com/media/GXnwq_vWYAAo7_P.jpg","","in","Worldwide ","0","0","5","https://x.com/WeAreMinoz/status/1835762991947456859","393634523","WeAreMinoz"
"1835762623767572500","Mon Sep 16 19:28:10 +0000 2024","22","240916 #LEEMINHO #이민호 at Azarine event in Malaysia JUMPA LEEMINHO CR_ @KpopStarzLive https://t.co/ZQBlvQEN7C","1835762623767572500","https://pbs.twimg.com/media/GXnwQ7WWEAA9uYl.jpg","","in","Worldwide ","0","0","6","https://x.com/WeAreMinoz/status/1835762623767572500","393634523","WeAreMinoz"
"1835759502324269394","Mon Sep 16 19:15:46 +0000 2024","13","[VIDEO] 240916 #LEEMINHO #이민호 at Azarine event in Malaysia JUMPA LEEMINHO https://t.co/0UovabJ32n","1835759502324269394","https://pbs.twimg.com/ext_tw_video_thumb/1835759069333733376/pu/img/sxH_Wqd-yrYyxHah.jpg","","in","Worldwide ","0","0","2","https://x.com/WeAreMinoz/status/1835759502324269394","393634523","WeAreMinoz"
"1835757446083563577","Mon Sep 16 19:07:36 +0000 2024","33","240916 #LEEMINHO #이민호 at Azarine event in Malaysia JUMPA LEEMINHO https://t.co/T2zFbjR2Cp","1835757446083563577","https://pbs.twimg.com/media/GXnqtukWQAArSch.jpg","","in","Worldwide ","0","1","8","https://x.com/WeAreMinoz/status/1835757446083563577","393634523","WeAreMinoz"
"1835737668237635981","Mon Sep 16 17:49:01 +0000 2024","0","Face wash : senka sakura Moist : skintific biru &amp; cosrx Sunscreen : azarine hijau","1835737668237635981","","","in","","0","0","0","https://x.com/congxrat/status/1835737668237635981","1613835148524654592","congxrat"
"1835689050302484888","Mon Sep 16 17:39:45 +0000 2024","0","@womanfeeds_id aku pake azarine bagusss","1835735336695336994","","womanfeeds_id","in","","0","0","0","https://x.com/oncewnd/status/1835735336695336994","1342279763398782976","oncewnd"
"1835727021265269213","Mon Sep 16 17:06:42 +0000 2024","0","Temukan [CLEARANCE SALE] Azarine CBD Ampoule Bubble On Me Mask Primer Makeup Series Hair Spa Aloe Vera 40ml seharga Rp19.750. Dapatkan sekarang juga di Shopee! https://t.co/ZTOKiPvJes","1835727021265269213","","","in","Indonesia","0","0","0","https://x.com/diskonandong/status/1835727021265269213","1819057039773151232","diskonandong"
"1835726846446702734","Mon Sep 16 17:06:01 +0000 2024","0","Temukan Azarine Micellar Water 90 ml Pembersih Wajah Daily Heavy Make Up Untuk Semua Jenis Kulit dengan Ceramide Make Up Remover seharga Rp23.650. Dapatkan sekarang juga di Shopee! https://t.co/hxPZ3DVWyp","1835726846446702734","","","in","Indonesia","0","0","0","https://x.com/diskonandong/status/1835726846446702734","1819057039773151232","diskonandong"
"1835726724010799496","Mon Sep 16 17:05:31 +0000 2024","0","Temukan Azarine Active Bright - Brightening Creamy Facial Foam 50gr seharga Rp13.650. Dapatkan sekarang juga di Shopee! https://t.co/KURTUM4zps","1835726724010799496","","","in","Indonesia","0","0","0","https://x.com/diskonandong/status/1835726724010799496","1819057039773151232","diskonandong"
"1835726636215570883","Mon Sep 16 17:05:10 +0000 2024","0","Temukan Azarine Acne Spot Serum Obat Totol Jerawat 20ml seharga Rp21.650. Dapatkan sekarang juga di Shopee! https://t.co/mT42HcO6Be","1835726636215570883","","","in","Indonesia","0","0","0","https://x.com/diskonandong/status/1835726636215570883","1819057039773151232","diskonandong"
"1835726543898984556","Mon Sep 16 17:04:48 +0000 2024","0","Temukan Azarine Calm My Acne Sunscreen Moisturiser SPF35 PA+++ [LOLOS UJI INVIVO INVITRO] Sunscreen Gel Untuk Kulit Berminyak Berjerawat Sensitif 40ml seharga Rp24.650. Dapatkan sekarang juga di Shopee! https://t.co/gDUWSO57QV","1835726543898984556","","","in","Indonesia","0","0","0","https://x.com/diskonandong/status/1835726543898984556","1819057039773151232","diskonandong"
"1835726441721561289","Mon Sep 16 17:04:24 +0000 2024","0","Temukan Azarine Acne Gentle Cleansing Foam 60ml seharga Rp23.650. Dapatkan sekarang juga di Shopee! https://t.co/0aH9LqiI12","1835726441721561289","","","in","Indonesia","0","0","0","https://x.com/diskonandong/status/1835726441721561289","1819057039773151232","diskonandong"
"1835546751681380471","Mon Sep 16 16:48:05 +0000 2024","0","@tanyarlfes ss: azarine skin tint: wardah eyeliner: hanasui cuma pake itu aja soalnya idup makin diurus sendiri makin berat cantik tidak perlu yg penting bisa bertahan hidup","1835722336471023878","","tanyarlfes","in","","0","0","0","https://x.com/flowdaisy__/status/1835722336471023878","3062746753","flowdaisy__"
"1835721687024939225","Mon Sep 16 16:45:30 +0000 2024","1","AZARINE SUNSCREEN ISI 2 TURUN HARGA ⏰ 23.59 82.900 (*AMBIL DI LIVE TOKO) Temukan [Twin Pack Gel] Azarine Hydrasoothe Sunscreen Gel SPF45 PA++++ [2x50ml] [LOLOS UJI INVIVO INVITRO] seharga Rp106.380. Dapatkan sekarang juga di Shopee! https://t.co/OdiZPrkHzX","1835721687024939225","","","in","Location unknown ","0","0","0","https://x.com/enroseisback/status/1835721687024939225","2485173252","enroseisback"
"1835721177677094951","Mon Sep 16 16:43:29 +0000 2024","0","AZARINE TINTED LIP BALM TURUN HARGA ⏰ 23.59 28.720 (*AMBIL DI LIVE TOKO) Temukan Azarine Tinted Lippiecable Balm Series 3.5g Lip Balm Moisturizing Long Lasting Extra Lightweight with UV Filter seharga Rp28.720. Dapatkan sekarang juga di Shopee! https://t.co/k82SzJUXVZ","1835721177677094951","","","in","Location unknown ","0","0","0","https://x.com/enroseisback/status/1835721177677094951","2485173252","enroseisback"
"1835720401722503475","Mon Sep 16 16:40:24 +0000 2024","0","AZARINE SUNSCREEN SPRAY TURUN HARGA ⏰ 23.59 36.900 (*AMBIL DI LIVE TOKO) Temukan Azarine Ceraspray Sunscreen Spray SPF 50 PA+++ with cooling sensation 50ml UV Defender UV Protector Sunscreen Mist seharga Rp36.900. Dapatkan sekarang juga di Shopee! https://t.co/LgE8aA0shr","1835720401722503475","","","in","Location unknown ","0","0","0","https://x.com/enroseisback/status/1835720401722503475","2485173252","enroseisback"
"1835719075613593660","Mon Sep 16 16:35:08 +0000 2024","0","AZARINE BRIGHTENING C-GLOW SERUM TURUN HARGA ⏰ 23.59 28.732 (*AMBIL DI LIVE TOKO) Temukan [Azarine x Marvel] Brightening C-Glow Serum 20ml seharga Rp28.732. Dapatkan sekarang juga di Shopee! https://t.co/fWwCKPablR","1835719075613593660","","","in","Location unknown ","0","0","0","https://x.com/enroseisback/status/1835719075613593660","2485173252","enroseisback"
"1835546751681380471","Mon Sep 16 16:29:14 +0000 2024","0","@tanyarlfes skinaqua putih - goute (so match in my skintone tp pgn ganti) rev*lon dah mau abis pgn ganti yg gk boikot - liptint azarine salah shade ak jdiin blush (sulit bgt ngeblend bcs bukan liq blush) - - pinkflash dah setahun tpi blum abis2 (jrg make) - -","1835717593648472233","","tanyarlfes","in","samdalri","0","0","0","https://x.com/cryaftermath/status/1835717593648472233","1193517644151812097","cryaftermath"
"1835546751681380471","Mon Sep 16 16:17:56 +0000 2024","0","@tanyarlfes ss: azarine cushion: skintific makeover loosepowder: azzura mascara: hanasui sisanya pake lipstik","1835714746122924052","","tanyarlfes","in","shinee world","0","0","0","https://x.com/mynameizgie/status/1835714746122924052","1373879478498201604","mynameizgie"
"1835681214629626299","Mon Sep 16 14:04:41 +0000 2024","0","aku maulid sayang","1835681214629626299","","","in","","0","0","0","https://x.com/ssailerrmun/status/1835681214629626299","1273237135814848512","ssailerrmun"
"1835672317080527172","Mon Sep 16 13:55:05 +0000 2024","0","@enggaksukaikan Biar nular pintarnya besok ku ganti azarine dermies facetology dan implora ikutan axel dan sandy","1835678798928552170","","enggaksukaikan","in","","0","0","0","https://x.com/liberumvolo/status/1835678798928552170","1694505138281689089","liberumvolo"
"1835678441439449466","Mon Sep 16 13:53:40 +0000 2024","0","gue bosennnnnn (seminggu lagi uts)","1835678441439449466","","","in","","0","0","0","https://x.com/ssailerrmun/status/1835678441439449466","1273237135814848512","ssailerrmun"
"1835677935891583085","Mon Sep 16 13:51:39 +0000 2024","0","coba lu belah dada gue gue kangen bgt sm temen gue jir lah","1835677935891583085","","","in","","1","0","0","https://x.com/ssailerrmun/status/1835677935891583085","1273237135814848512","ssailerrmun"
