"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1826943939783631136","Fri Aug 23 16:17:50 +0000 2024","0","@KurangGocap6 @AzarineCosmetic Azarine yg gel aku jg pake kak","1827017412598022491","","KurangGocap6","in","","0","0","0","https://x.com/valiisaa/status/1827017412598022491","233470506","valiisaa"
"1826893975778918489","Fri Aug 23 16:04:17 +0000 2024","0","@safwanarlo Azarine hijauu","1827014005296382295","","safwanarlo","in","Kyoto-fu, Japan","0","0","0","https://x.com/questionified/status/1827014005296382295","1407123512603512842","questionified"
"1827012241134342316","Fri Aug 23 15:57:17 +0000 2024","17","Karena kangen Maxwell aku muterin video endorsementnya berkali-kali Terus tiba² masuk shopee dan mau check out azarine. Ga nyangka ternyata ketua #timsekop bisa menguasai alam bawah sadar ","1827012241134342316","","","in","","0","0","0","https://x.com/HapsohHasn90293/status/1827012241134342316","1817613004357464064","HapsohHasn90293"
"1826823375769272812","Fri Aug 23 15:56:05 +0000 2024","0","@sviadersa Endul pol ini azarine","1827011942277627975","","sviadersa","in","","0","0","0","https://x.com/behappyeaah/status/1827011942277627975","2758761529","behappyeaah"
"1826959039668031595","Fri Aug 23 15:49:49 +0000 2024","5","that's why kalo pilih sunscreen harus yang juaraaa!!! #JuaranyaSunscreen udah ada bundle dari azarine jd lebih murah dan praktis : https://t.co/MHDLIU6UjA","1827010361868025975","","aintlovis","in","","0","0","0","https://x.com/aintlovis/status/1827010361868025975","1497158415625617413","aintlovis"
"1826959039668031595","Fri Aug 23 15:48:27 +0000 2024","13","aku seriiinggg bgt reapply sunscreen spray dari azarine kalo lg aktivitas diluar kyk gini!! setelah ditempel tissue tuh ga angkat makeup samsek jadi makeup kalian bakal tetep aman bangeett sekalipun reapply azarine sunscreen spray ini https://t.co/yx96mSeI2e","1827010017377321020","https://pbs.twimg.com/media/GVrX4m8bgAAw19a.jpg","aintlovis","in","","0","1","2","https://x.com/aintlovis/status/1827010017377321020","1497158415625617413","aintlovis"
"1826959039668031595","Fri Aug 23 15:47:41 +0000 2024","8","and this is how i reapply my sunscreen!!! SIMPLEEE BGT dan gampang bgt buat di reapply apalagi aku lagi pake makeup jd simple banget! praktis bgt pake Azarine Ceraspray Sunscreen SPF 50PA+++ jd spf nya tinggi dan simpleee bgt buat reapply #effortlessprotection https://t.co/kPvR8OUrIY","1827009827568329118","https://pbs.twimg.com/media/GVrXsQcW8AEziD1.jpg","aintlovis","in","","1","1","2","https://x.com/aintlovis/status/1827009827568329118","1497158415625617413","aintlovis"
"1826959039668031595","Fri Aug 23 15:46:12 +0000 2024","5","Azarine Hydrasoothe Gel Sunscreen ini bener bener jd ss andalan karna dia tuh ga whitecast samsek dan feel pemakaiannya kayak pake moisturizer gel! karna bener bener seringan ituuu!!! sunscreen nya gampang meresap dan super effortless banget buat di blend! https://t.co/IT4o7v0IpY","1827009454879158303","https://pbs.twimg.com/media/GVrXaHHWQAA2-zw.jpg","aintlovis","in","","0","1","2","https://x.com/aintlovis/status/1827009454879158303","1497158415625617413","aintlovis"
"1827002847168503911","Fri Aug 23 15:42:46 +0000 2024","0","@womanfeeds_id Dear me beauty azarine juga awet di aku","1827008590676173242","","womanfeeds_id","in","twvw","0","1","0","https://x.com/haraawrrr/status/1827008590676173242","1242453976743735296","haraawrrr"
"1826952030524784895","Fri Aug 23 15:28:16 +0000 2024","0","@radyassa Mau bngt azarine ceraspray","1827004941925540229","","radyassa","in","Banten, Indonesia","0","0","0","https://x.com/Ernawty_11/status/1827004941925540229","1558244488543277056","Ernawty_11"
