"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1833096588492693748","Mon Sep 09 11:59:11 +0000 2024","1","Sesuai namanya Azarine It s so Porefect! Powder Foundation Pakai bedak ini bikin kulit jadi flawless. Pori-pori tersamarkan kayak lagi pakai filter paris. Poreeeefect https://t.co/iuAGRvt8fU","1833112915869859922","https://pbs.twimg.com/amplify_video_thumb/1833112739302240256/img/CvUzqgP-tG74RrmJ.jpg","msbb_id","in","","0","1","0","https://x.com/msbb_id/status/1833112915869859922","1299973839573508097","msbb_id"
"1833112317002707091","Mon Sep 09 11:58:32 +0000 2024","1","@screyymach avoskin ajahhh plis azarine di aku ga work","1833112751960727948","","screyymach","in","Indonesia","0","1","0","https://x.com/TasklessCo/status/1833112751960727948","1712425588919832576","TasklessCo"
"1833112317002707091","Mon Sep 09 11:56:48 +0000 2024","1","guys tolong aku bingung huhu beli serum azarine atau avoskin?","1833112317002707091","","","in","Trusted 100% 💫","1","11","0","https://x.com/screyymach/status/1833112317002707091","1714239287632576513","screyymach"
"1833111825522540773","Mon Sep 09 11:54:51 +0000 2024","0","Temukan Azarine Body Guard Moisturizer Sunscreen Serum SPF50 PA++++ Sunblock Badan [LOLOS UJI INVIVO INVITRO] [100ml] seharga Rp40.700. Dapatkan sekarang juga di Shopee! https://t.co/VQmGiYsSjE","1833111825522540773","","","in","","0","0","0","https://x.com/miskiyatulaisy2/status/1833111825522540773","748027312524894208","miskiyatulaisy2"
"1833110827093929988","Mon Sep 09 11:54:32 +0000 2024","0","@ohmy_beautybank moist azarine biru toner hadalabo gokujyun premium luembab pol","1833111746577563723","","ohmy_beautybank","in","","0","0","0","https://x.com/asiaticae/status/1833111746577563723","808429266","asiaticae"
"1832762117121831006","Mon Sep 09 11:46:09 +0000 2024","0","@lovableitems mau mau @ssailerrmun","1833109634854568132","","lovableitems","in","","0","0","0","https://x.com/ssailerrmun/status/1833109634854568132","1273237135814848512","ssailerrmun"
"1833079056268681344","Mon Sep 09 11:37:45 +0000 2024","0","@ohmy_beautybank - Moisturizer : Glamazing - Ss : Implora dan azarine Tambahan kalo skin barriernya udah bagus kamu bisa coba pake exfoliating aku pake implora peeling gel setiap seminggu 2 kali.","1833107521491345663","","____annyeong","in","Bogor, Jawa Barat","0","0","0","https://x.com/____annyeong/status/1833107521491345663","1828421823815704576","____annyeong"
"1833104898822377813","Mon Sep 09 11:34:12 +0000 2024","0","@jinnieefairy liptint azarine wkwkkw beli 2 cuma 13k","1833106628989595854","","jinnieefairy","in","kebun stroberi","0","2","0","https://x.com/springyeay/status/1833106628989595854","1507215607774658563","springyeay"
"1833106242081874243","Mon Sep 09 11:32:40 +0000 2024","14","Koleksi sunscreen #timsekop You Azarine Facetology Amaterasun Duta SS CoC","1833106242081874243","","","in","","0","0","0","https://x.com/dramzdiary/status/1833106242081874243","2549225318","dramzdiary"
"1833103412290081169","Mon Sep 09 11:21:25 +0000 2024","0","adek cakep bgt sih","1833103412290081169","","","in","","0","0","0","https://x.com/ssailerrmun/status/1833103412290081169","1273237135814848512","ssailerrmun"
"1833102409066779073","Mon Sep 09 11:17:26 +0000 2024","0","ini akunnya gibran?","1833102409066779073","","","in","","0","0","0","https://x.com/ssailerrmun/status/1833102409066779073","1273237135814848512","ssailerrmun"
"1833102008498155841","Mon Sep 09 11:15:50 +0000 2024","0","so cool amat bang mukanya","1833102008498155841","","","in","","0","0","0","https://x.com/ssailerrmun/status/1833102008498155841","1273237135814848512","ssailerrmun"
"1833096588492693748","Mon Sep 09 11:14:49 +0000 2024","0","@shafirapannisa Ikutaaan giveaway yang Mimin Peri pinned yuk! Siapa tau beruntung buat ditraktir jadi bisa jajan bedaknya Azarine ","1833101751861338303","","shafirapannisa","in","","0","1","0","https://x.com/msbb_id/status/1833101751861338303","1299973839573508097","msbb_id"
"1833097903830896831","Mon Sep 09 10:59:32 +0000 2024","0","Azarine iklan lo ganggu anjing!!! Udah not interested masih muncul terus kek jamur!","1833097903830896831","","","in","emotional dumpster","0","0","0","https://x.com/pokameaame/status/1833097903830896831","1353671265802829825","pokameaame"
"1833096588492693748","Mon Sep 09 10:54:18 +0000 2024","29","LENGAH DIKIT AZARINE PUNYA BEDAK BARU Naksir banget sama packagingnya definisi very demure very cutesy Instant blurring effectnya juara banget. Cuman 60 ribuan aja! https://t.co/qxFdChv6Af","1833096588492693748","https://pbs.twimg.com/media/GXB3kAta8AAmodD.jpg","","in","","0","4","6","https://x.com/msbb_id/status/1833096588492693748","1299973839573508097","msbb_id"
"1833095272911786435","Mon Sep 09 10:49:04 +0000 2024","0","Cek ️ Pamelo ️ Azarine Hydrasoothe Sunscreen Gel SPF | Sunscreen Gel SPF45 PA++++ | SPF50 PA++++ dengan harga Rp51.000. Dapatkan di Shopee sekarang! https://t.co/bAlUTzrBOb https://t.co/JRNrxIOJUJ","1833095272911786435","https://pbs.twimg.com/media/GXB2b5nbgAAfooH.jpg","","in","","0","0","0","https://x.com/DorrF73510/status/1833095272911786435","1794779701577478144","DorrF73510"
"1833088807366787296","Mon Sep 09 10:46:13 +0000 2024","0","@arrshkae Ketik aja keyword azarine .... Itu pilih random nanti dapet kok dia otomatis gitu","1833094553433428409","","arrshkae","in","","0","1","0","https://x.com/issayanggkamu/status/1833094553433428409","1547415216086200320","issayanggkamu"
"1833091858291122588","Mon Sep 09 10:35:30 +0000 2024","0","Azarine knp ongkirnya mahall bgt ke gue ini tgl kembar lo yg lain gratis masa km egk","1833091858291122588","","","in","","0","0","0","https://x.com/gelangsal/status/1833091858291122588","1674825735616471040","gelangsal"
"1833087063262187951","Mon Sep 09 10:16:27 +0000 2024","0","Azarine lippie cake motong koin 30% https://t.co/Gmju7YRkdq TUTORIAL motong koin apabila produknya TIDAK MUNCUL di halaman koin https://t.co/8GTLw2oU9L https://t.co/Kv50YNHnVg","1833087063262187951","https://pbs.twimg.com/media/GXBu-DFaMAAVmSD.jpg","","in","","0","0","0","https://x.com/mybabymunlight/status/1833087063262187951","1578967349767831552","mybabymunlight"
"1833085774885261621","Mon Sep 09 10:11:20 +0000 2024","0","Cek Azarine Tinted Lippie Cake Lip Tint ala Korea Longlasting Hydrating Extra Moisturizing 2.9ml dengan harga Rp44.100. Dapatkan di Shopee sekarang! https://t.co/75bGs04DjZ https://t.co/PZNjzDGvXF","1833085774885261621","https://pbs.twimg.com/media/GXBty2vbYAA2U9M.jpg","","in","Indonesia","0","0","0","https://x.com/lonelywandererx/status/1833085774885261621","1675829711287783426","lonelywandererx"
"1833081206931657168","Mon Sep 09 09:53:11 +0000 2024","1","kpn lgi 2 serum azarine cuma 25k xixixixi trimz cwk qw :* ({}) https://t.co/4z4xWfmoed","1833081206931657168","https://pbs.twimg.com/media/GXBppL5akAA5-kp.jpg","","in","","0","1","0","https://x.com/amiyei/status/1833081206931657168","590892638","amiyei"
"1833075571062116709","Mon Sep 09 09:40:46 +0000 2024","0","@womanfeeds_id glad2glow atau azarine","1833078081114005716","","womanfeeds_id","in","ddilady.business@gmail.com","0","0","0","https://x.com/ddilady/status/1833078081114005716","470742034","ddilady"
"1828989973762335022","Mon Sep 09 09:35:16 +0000 2024","0","@khoiriasorminn @AzarineCosmetic Azarine ada aja gebrakannya mana murce sekalii ","1833076698394550462","","khoiriasorminn","in","pinkeulvrz","0","0","0","https://x.com/doyiespaws/status/1833076698394550462","1368834173360771075","doyiespaws"
"1832984445030461476","Mon Sep 09 09:30:18 +0000 2024","0","@urkyanmacat aku pake lip velvet nya azarine enak ringan dibibir. pantengin deh tiktoknya kmrn lagi promo 100k dapet 8 lip velvet....","1833075447074337125","","urkyanmacat","in","MDNI","0","0","0","https://x.com/sakupetals/status/1833075447074337125","1215278149228908544","sakupetals"
