"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1834725038966063364","Fri Sep 13 23:44:25 +0000 2024","0","@sbyfess azarine ijo. cocok buat oily","1834739943765426387","","sbyfess","in","Lily","0","0","0","https://x.com/loavtzu/status/1834739943765426387","1779327489074212864","loavtzu"
"1834734137523290440","Fri Sep 13 23:21:20 +0000 2024","0","tonernya baru nyobain yg sariayu ini best produk lokallllll azarine ss yg ini juga. pkoknya pake yg emg sesuai jenis kulit. mantul https://t.co/5dJ0KPbzdk","1834734137523290440","https://pbs.twimg.com/media/GXZI-YAbQAAqY3J.jpg","","in","","0","0","0","https://x.com/uttywin/status/1834734137523290440","865070241105059844","uttywin"
"1834725038966063364","Fri Sep 13 23:08:42 +0000 2024","0","@sbyfess azarine ungu mau upgrade tp bingung bgttt","1834730955791376532","","sbyfess","in","","0","0","0","https://x.com/pjwyjh/status/1834730955791376532","963932617698504704","pjwyjh"
"1834725038966063364","Fri Sep 13 22:54:24 +0000 2024","0","@sbyfess Azarine yg biru","1834727356743008596","","sbyfess","in","🇮🇩 she/her ","0","0","0","https://x.com/iskyuwoo_/status/1834727356743008596","1397580743174279171","iskyuwoo_"
"1834481362516218266","Fri Sep 13 19:55:32 +0000 2024","0","@ushiromiyanr Azarine sih","1834682345141813526","","ushiromiyanr","in","82","0","1","0","https://x.com/oleajasminum/status/1834682345141813526","1291695300139053056","oleajasminum"
"1833181891866112091","Fri Sep 13 18:27:23 +0000 2024","0","Azarine kids sunscreen Spf 40 PA++ untuk lindungi kulit anak biar ga gosong https://t.co/uLFoEqNMpo https://t.co/7MIZoH6hm9","1834660163351089615","https://pbs.twimg.com/media/GXYFsWEa4AAyK23.jpg","Wulanda45375177","in","","0","1","0","https://x.com/Wulanda45375177/status/1834660163351089615","1092595229599850496","Wulanda45375177"
"1834657026577944859","Fri Sep 13 18:14:56 +0000 2024","0","Sportifitas adalah kunci utama dalam kompetisi sehat di PON baik dalam olahraga fisik maupun esport. #eSportPONXXIBerlaga #eSportPONXXIBerlaga","1834657026577944859","","","in","","0","0","0","https://x.com/azarine_afifahh/status/1834657026577944859","1696397550063108096","azarine_afifahh"
"1834642664052211864","Fri Sep 13 17:17:51 +0000 2024","0","AZARINE TINTED LIP BALM 25RUBUAN AJA. SIAPA TAU BISA DIKOMBO VOC. TOKO 10K Temukan Azarine Tinted Lippiecable Balm Series 3.5g Lip Balm Moisturizing Long Lasting Extra Lightweight with UV Filter seharga Rp25.900. Dapatkan sekarang juga di Shopee! https://t.co/k82SzJUXVZ","1834642664052211864","","","in","Location unknown ","0","0","0","https://x.com/enroseisback/status/1834642664052211864","2485173252","enroseisback"
"1834640589226430530","Fri Sep 13 17:09:37 +0000 2024","0","AZARINE ACNE SPOT KOMBO VOUCHER TOKO POT. 10K TINGGAL 13RIBUAN AJA GAS SEKARANGG Temukan Azarine Acne Spot Serum Obat Totol Jerawat 20ml seharga Rp21.650. Dapatkan sekarang juga di Shopee! https://t.co/h4xY9eHAa8 https://t.co/oS5IMNUJmr","1834640589226430530","https://pbs.twimg.com/media/GXXz5MKbwAUXz6_.jpg","","in","Location unknown ","0","0","0","https://x.com/enroseisback/status/1834640589226430530","2485173252","enroseisback"
"1834639952782758055","Fri Sep 13 17:07:05 +0000 2024","0","Dukungan tanpa batas dari masyarakat PON XXI Aceh-Sumut 2024 semakin bersinar. #eSportPONXXIBerlaga #eSportPONXXIBerlaga","1834639952782758055","","","in","","0","0","0","https://x.com/azarine_afifahh/status/1834639952782758055","1696397550063108096","azarine_afifahh"
"1834637694795944114","Fri Sep 13 16:58:07 +0000 2024","0","SERUM NIACINAMIDE AZARINE SIAPA TAU TURUN HARGA ⏰ 23.59 25.520 Temukan [Azarine x Marvel] Niacinamide 5% + Moisture Sepiwhite Serum 20ml seharga Rp25.520. Dapatkan sekarang juga di Shopee! https://t.co/dYjOIyk6Pr","1834637694795944114","","","in","Location unknown ","0","0","0","https://x.com/enroseisback/status/1834637694795944114","2485173252","enroseisback"
"1834637352700199087","Fri Sep 13 16:56:45 +0000 2024","0","*siapa tau berubah harga di jam 23:59 [34.9k] NPURE Cica Beat The Sun (Sunscreen Matte) https://t.co/dmEBGMi1we [77.9k] Azarine Sunscreen Gel SPF45 50ml x2 https://t.co/5hzC0Bdzmb https://t.co/GkdBe1JaOu","1834637352700199087","https://pbs.twimg.com/media/GXXw8aCaMAAgct6.jpg","","in","Dunia Maya","0","0","0","https://x.com/i_m_mortal_/status/1834637352700199087","1672464836","i_m_mortal_"
"1834413324345458787","Fri Sep 13 16:01:56 +0000 2024","0","@ka24mell @unicelounge azarine nya masih kak?","1834623559752384740","","ka24mell","in","","0","1","0","https://x.com/xicilaaafg/status/1834623559752384740","1237408745598009344","xicilaaafg"
"1834620281257627846","Fri Sep 13 15:48:55 +0000 2024","0","Semangat untuk atlet PON Aceh-Sumut kalian luar biasa! #eSportPONXXIBerlaga #eSportPONXXIBerlaga https://t.co/bjx4BKyGCk","1834620281257627846","https://pbs.twimg.com/media/GXXhac6bYAAqbFm.jpg","","in","","0","0","0","https://x.com/azarine_afifahh/status/1834620281257627846","1696397550063108096","azarine_afifahh"
"1834380863188205998","Fri Sep 13 15:46:32 +0000 2024","0","@ohmy_beautybank azarine yg biru muda murmer amaterasub biru tua buat oily","1834619680960704923","","ohmy_beautybank","in","istj - 01L","0","0","0","https://x.com/24h9yu/status/1834619680960704923","1815420166072942592","24h9yu"
"1834617005619720690","Fri Sep 13 15:35:54 +0000 2024","0","Di PON Aceh Sumut seorang atlet sepeda BMX memenangkan lomba meski sempat terjatuh di awal balapan #eSportPONXXIBerlaga","1834617005619720690","","","in","","0","0","0","https://x.com/azarine_afifahh/status/1834617005619720690","1696397550063108096","azarine_afifahh"
"1834447529955737682","Fri Sep 13 15:35:13 +0000 2024","0","@ohmy_beautybank Kalo nyari yg stainnya mantep sea makeup sama azarine tapi aku lg suka bgt pake bnb yg glowtint xixi","1834616833527386227","","ohmy_beautybank","in","somewhere","0","0","0","https://x.com/gowrgouss/status/1834616833527386227","1041999442662973440","gowrgouss"
"1834614188544782476","Fri Sep 13 15:24:42 +0000 2024","0","Temukan Azarine Tinted Lippiecable Balm Series 3.5g Lip Balm Moisturizing Long Lasting Extra Lightweight with UV Filter seharga Rp34.650. Dapatkan sekarang juga di Shopee! https://t.co/1qlsIVsNb0","1834614188544782476","","","in","Indonesia","0","0","0","https://x.com/diskonandong/status/1834614188544782476","1819057039773151232","diskonandong"
"1834600310352035991","Fri Sep 13 15:17:26 +0000 2024","0","@yeyuncart nauur azarine di aku ngga ada efek samsek. skintype kamu apa?","1834612360428052773","","yeyuncart","in","♡ 240818 : 박종성's favorite.","0","0","0","https://x.com/Jeyinlove/status/1834612360428052773","863566954241507328","Jeyinlove"
"1834611835309596776","Fri Sep 13 15:15:21 +0000 2024","0","[Twin Pack Gel] Azarine Hydrasoothe Sunscreen Gel SPF45 PA++++ [2x50ml] [LOLOS UJI INVIVO INVITRO] BEST SELLER sunscreen kulit berminyak berjerawat https://t.co/HpWWU2p6Bp https://t.co/40mShT46hy","1834611835309596776","https://pbs.twimg.com/media/GXXZu7NacAAjFku.jpg","","in","","0","0","0","https://x.com/annah__anna/status/1834611835309596776","1818622104063164416","annah__anna"
"1834610548039934199","Fri Sep 13 15:10:14 +0000 2024","1","AZARINE SUNSCREEN ISI 2 DISKON 58RIBUAN AJA Temukan [Twin Pack Gel] Azarine Hydrasoothe Sunscreen Gel SPF45 PA++++ [2x50ml] [LOLOS UJI INVIVO INVITRO] sunscreen kulit berminyak berjerawat seharga Rp58.320. Dapatkan sekarang juga di Shopee! https://t.co/EEfsaOUqiK","1834610548039934199","","","in","Location unknown ","0","0","0","https://x.com/enroseisback/status/1834610548039934199","2485173252","enroseisback"
"1834600310352035991","Fri Sep 13 14:58:46 +0000 2024","0","@Jeyinlove @selfmadeoranges mjb aku juga pake cosrx hyaluronic trs coba ke azarine yg biru oke tapi ga sengelembabin cosrx pernah pake illiyoon kurang cocok soalnya jauh lbh berat drpd cosrx hyaluronic &amp; ga seblendable cosrx","1834607659787706821","","Jeyinlove","in","","0","1","0","https://x.com/ddeonuheey/status/1834607659787706821","1465577999781171200","ddeonuheey"
"1834607571044569145","Fri Sep 13 14:58:24 +0000 2024","0","Cek Azarine Calm My Acne Sunscreen Moisturiser SPF35 PA+++ 40gr / Sunscreen Gel Untuk Kulit Berminyak Berjerawat Sensitif 40ml dengan harga Rp33.000. Dapatkan di Shopee sekarang! https://t.co/MRmdZmsZqk https://t.co/fhv4Xg8jMd","1834607571044569145","https://pbs.twimg.com/media/GXXV3C0bcAAXyNm.jpg","","in","","0","0","0","https://x.com/CamouClara1/status/1834607571044569145","1514742094891429903","CamouClara1"
